TIMESTAMP,time,RECORD,AirTemp_Avg,RH_Avg,RHcorrected_Avg,WindSpeed_S_WVT,WindDir_D1_WVT,WindDir_SD1_WVT,SnowDepth,SignalQuality,short_in_Avg,short_out_Avg,long_in_Avg,long_out_Avg,cnr4_T_C_Avg,cnr4_T_K_Avg,long_in_corr_Avg,long_out_corr_Avg,net_short_Avg,net_long_Avg,albedo_Avg,net_rad_Avg,Pressure,SnowTemp20cm_Avg,SnowTemp150cm_Avg,Rainfall_Tot,VWC,EC,SoilTemp_650,HFP_Avg,AirTemp_Std,RHcorrected_Std,WindSpeed_Std,short_in_Std,short_out_Std,long_in_Std,long_out_Std,cnr4_T_C_Std,SWE_scale_Avg,Intensity_RT,Accumulated_RT,Accumulated_NRT,Accumulated_Total_NRT,Bucket_RT,Bucket_NRT,Temperature_load_cell,Status,PluvioWind_Avg,SH
2016-07-18 05:00:00,5,36161,3.817,96.7,96.7,0.099,346.8,10.17,0.355,224,0.202,1.538197,-8.150031,-1.472683,2.101224,275.2512,317.3118,323.9892,-1.336693,-6.677348,INF,-8.014041,"1,024.114",1.641,2.653,0,0.439,0.07,7.479,-18.60028,0.063,0.073,0.19,0.3669656,0.3125089,0.560364,0.1158381,0.045,-3.899,0,0.01,0,206.3,396.2,396.1,2.7,128,0,-8.744
2016-07-18 05:15:00,5.25,36162,3.929,96.7,96.7,0.198,352.4,11.8,0.343,209,0.053,1.398497,-8.430152,-1.600725,2.147634,275.2976,317.2513,324.0807,-1.345358,-6.829427,NAN,-8.174785,"1,024.151",1.617,2.663,0,0.438,0.07,7.396,-18.40842,0.076,0.059,0.181,0.2582377,0.1093131,0.3214793,0.05208852,0.027,-3.91,0,0,0,206.4,396.1,396.1,2.7,128,0,-16.558
2016-07-18 05:30:00,5.5,36163,4.255,96.9,96.9,0.036,311.5,4.567,0.346,224,-0.029,2.023092,-9.59462,-1.861076,2.176639,275.3266,316.2241,323.9576,-2.052483,-7.733543,NAN,-9.786026,"1,024.034",1.524,2.661,0,0.438,0.07,7.332,-18.8755,0.07,0.045,0.11,0.4078504,0.5801377,0.2181363,0.08622468,0.027,-3.898,0,0,0,206.4,396.1,396.1,2.9,128,0,-2.672
2016-07-18 05:45:00,5.75,36164,4.149,96.8,96.8,0.058,3.562,26.15,0.348,212,0.637,2.571093,-9.718349,-2.017805,2.131272,275.2813,315.8857,323.5862,-1.934136,-7.700544,INF,-9.63468,"1,023.955",1.31,2.826,0,0.438,0.07,7.258,-19.8636,0.075,0.032,0.122,0.411763,0.5121738,0.08117964,0.09411079,0.042,-3.913,0,0,0,206.4,396.1,396.1,2.7,128,0,-4.349
2016-07-18 06:00:00,6,36165,3.898,96.8,96.8,0.035,234.6,14.34,0.343,207,2.461,3.102892,-9.467907,-1.844374,1.940063,275.09,315.2325,322.856,-0.6420542,-7.623532,1.403754,-8.265586,"1,024.032",1.071,2.875,0,0.438,0.07,7.175,-20.59491,0.105,0.063,0.116,0.9762324,0.4042165,0.1562424,0.1478822,0.062,-3.903,0,0,0,206.4,396.1,396.1,2.7,128,0,-2.766
2016-07-18 06:15:00,6.25,36166,3.985,97,97,0.066,221.8,18.36,0.341,210,5.834,4.01185,-9.190851,-1.597731,1.901002,275.051,315.325,322.9182,1.821934,-7.59312,0.7115854,-5.771187,"1,024.073",1.108,2.982,0,0.438,0.069,7.164,-20.14775,0.068,0.027,0.162,0.9193412,0.5134478,0.1099668,0.1237796,0.022,-3.901,0,0,0,206.4,396.1,396.1,2.8,128,0,-5.061
2016-07-18 06:30:00,6.5,36167,3.946,97.1,97.1,0,0,0,0.346,220,9.653,4.737875,-9.049757,-1.528362,1.931596,275.0816,315.6106,323.132,4.915137,-7.521396,0.4902901,-2.606258,"1,024.033",1.118,3.201,0,0.437,0.069,7.081,-19.64462,0.043,0.044,0,0.9827253,0.6924307,0.1376513,0.09478243,0.048,-3.899,0,0,0,206.4,396.1,396.1,2.8,128,0,0
2016-07-18 06:45:00,6.75,36168,4.102,97.3,97.3,0.007,308.4,2.825,0.34,202,14.197,4.483269,-8.539111,-1.452566,2.011629,275.1616,316.4992,323.5858,9.713866,-7.086546,0.3189158,2.62732,"1,024.114",1.192,3.151,0,0.437,0.069,6.998,-18.91904,0.08,0.051,0.042,1.675889,0.6104269,0.1542958,0.09114032,0.039,-3.894,0,0,0,206.4,396.1,396.1,2.7,128,0,-0.489
2016-07-18 07:00:00,7,36169,4.415,97.4,97.4,0.027,236.6,10.34,0.335,201,18.117,5.265039,-8.238688,-1.384911,2.195888,275.3459,317.6712,324.5249,12.85155,-6.853777,0.2911506,5.997774,"1,024.192",1.436,3.319,0,0.437,0.069,6.957,-17.73849,0.088,0.03,0.093,0.7272779,0.5326854,0.0974106,0.1046558,0.052,-3.879,0,0,0,206.4,396.1,396.1,2.8,128,0,-1.655
2016-07-18 07:15:00,7.25,36170,4.488,97.4,97.4,0.223,215.1,25.45,0.341,209,21.495,6.118138,-8.32416,-1.170775,2.37039,275.5204,318.4127,325.5661,15.37646,-7.153384,0.2845819,8.223076,"1,024.108",1.659,3.643,0,0.437,0.069,6.904,-16.80293,0.1,0.028,0.295,1.464263,0.504985,0.08803366,0.1744155,0.073,-3.89,0,0,0,206.4,396.1,396.1,3,128,0.005,-12.995
2016-07-18 07:30:00,7.5,36171,5.038,97.4,97.4,0.826,193.8,19.84,0.367,249,26.955,7.999676,-8.399026,-0.5138673,2.948443,276.0984,321.0903,328.9754,18.95482,-7.885158,0.2966723,11.06967,"1,024.143",2.569,4.623,0,0.437,0.068,6.859,-15.38751,0.194,0.053,0.438,1.28557,0.5729234,0.1822055,0.2951978,0.269,-3.875,0,0,0,206.4,396.1,396.1,3.1,128,0.527,-36.28
2016-07-18 07:45:00,7.75,36172,5.467,96.2,96.2,1.37,185.1,14.75,0.373,328,29.158,7.785529,-8.86397,-0.3781042,3.868667,277.0186,325.0393,333.5252,21.37258,-8.485866,0.2672499,12.88671,"1,024.051",3.931,5.099,0,0.437,0.069,6.809,-13.31139,0.135,0.84,0.423,0.6133791,0.2594808,0.1647265,0.2356049,0.215,-3.872,0,0,0.09,206.5,396.3,396.2,3.7,128,1.153,-44.35
2016-07-18 08:00:00,8,36173,5.979,92.2,92.2,1.444,182.9,16.8,0.359,236,31.356,6.824589,-9.173368,-0.4187642,4.620101,277.7701,328.3668,337.1214,24.53105,-8.754604,0.2177845,15.77645,"1,024.117",4.698,5.364,0,0.437,0.068,6.729,-11.10645,0.083,0.72,0.574,0.7569158,0.2998187,0.09313428,0.2985711,0.116,-3.864,0,0,0,206.7,396.2,396.2,4.1,128,1.499,-26.122
2016-07-18 08:15:00,8.25,36174,6.226,92.1,92.1,1.295,183.4,12.81,0.37,288,40.142,7.18292,-9.177597,-0.5424871,4.874238,278.0242,329.5993,338.2345,32.95872,-8.63511,0.1893246,24.32361,"1,024.182",4.841,5.578,0,0.436,0.068,6.723,-9.970225,0.11,0.635,0.367,11.68211,0.1621768,0.09896989,0.145804,0.078,-3.863,0,0,0,206.7,396.2,396.2,4.4,128,1.127,-15.524
2016-07-18 08:30:00,8.5,36175,6.544,91,91,1.252,182.5,19.05,0.362,267,37.453,7.963256,-9.389087,-0.4825256,5.139475,278.2895,330.6825,339.5891,29.48966,-8.906561,0.2126508,20.5831,"1,024.172",5.115,5.816,0,0.437,0.068,6.678,-9.060029,0.115,1.152,0.455,0.9279088,0.2229512,0.1635849,0.1841069,0.086,-3.864,0,0,0,206.7,396.2,396.2,4.8,128,1.06,-4.047
2016-07-18 08:45:00,8.75,36176,6.357,92,92,1.754,177.2,15.61,0.365,211,40.096,8.096699,-9.858549,-0.2787144,5.346812,278.4968,331.2275,340.8073,31.99946,-9.579835,0.2018732,22.41963,"1,024.162",5.396,5.778,0,0.436,0.068,6.654,-7.802548,0.07,0.502,0.383,0.8851779,0.3502231,0.1095712,0.1234697,0.031,-3.837,0,0,0,206.7,396.2,396.2,5,128,2.053,-12.565
2016-07-18 09:00:00,9,36177,6.982,89.1,89.1,1.766,175.6,14.75,0.377,300,61.961,10.33738,-10.13777,-0.0796302,5.650727,278.8007,332.4403,342.4984,51.62358,-10.05814,0.188483,41.56545,"1,024.114",5.807,6.267,0,0.436,0.068,6.654,-6.535088,0.317,2.038,0.465,25.08229,0.7718545,0.2348527,0.1236982,0.168,-3.84,0,0,0,207.1,396.6,396.6,5.1,128,2.055,13.971
2016-07-18 09:15:00,9.25,36178,7.717,86.4,86.4,1.838,176,14.76,0.372,218,45.724,14.21366,-10.7458,0.104884,6.149924,279.2999,334.2921,345.1428,31.50995,-10.85069,0.3103558,20.65926,"1,024.141",6.549,6.729,0,0.436,0.068,6.648,-3.668699,0.157,1.094,0.404,0.7757038,1.759381,0.130797,0.1298378,0.122,-3.832,0,0.09,0,207.1,397.3,396.7,5.4,128,2.03,47.392
2016-07-18 09:30:00,9.5,36179,8.42,83.1,83.1,1.929,173.5,12.36,0.38,223,56.684,21.39864,-11.30746,0.4195183,6.639067,279.789,336.1541,347.881,35.28579,-11.72697,0.3818858,23.55882,"1,024.168",7.139,7.113,0,0.436,0.068,6.628,-3.478448,0.165,1.17,0.413,9.293581,2.505833,0.2084412,0.1908655,0.149,-3.837,0,0,0,207.7,397.2,397.2,5.9,128,2.221,83.377
2016-07-18 09:45:00,9.75,36180,8.97,80.8,80.8,1.999,174.9,14.83,0.374,225,133.338,35.20318,-11.6325,0.9468518,7.178633,280.3286,338.5177,351.0971,98.135,-12.57935,0.4048907,85.55565,"1,024.147",7.338,7.344,0,0.436,0.067,6.639,-2.226536,0.14,1.288,0.402,98.92087,5.770831,0.710972,0.4636039,0.216,-3.806,0,0,0,207.7,397.1,397.1,6.3,128,2.363,112.391
2016-07-18 10:00:00,10,36181,9.29,78.97,78.97,1.853,171.8,15,0.376,209,362.733,55.90829,-12.57819,2.064762,7.723871,280.8738,340.3054,354.9484,306.8249,-14.64295,0.378601,292.1819,"1,024.047",7.76,7.952,0,0.436,0.068,6.672,-0.5105278,0.099,1.562,0.407,255.3366,5.371066,0.9479476,0.7640094,0.306,-3.802,0,0,0,207.8,397.2,397.2,6.9,128,2.203,117.01
2016-07-18 10:15:00,10.25,36182,9.81,77.03,77.03,2.009,173.5,16.07,0.374,206,666.52,75.20514,-16.59587,3.410645,9.107789,282.2578,343.2965,363.303,591.3151,-20.00651,0.1127165,571.3086,"1,024.067",8.35,9.69,0,0.435,0.068,6.711,2.990258,0.186,1.436,0.533,10.14883,6.235324,3.214056,1.363911,0.424,-3.789,0,0,0,207.8,397.1,397.1,7.5,128,2.331,150.168
2016-07-18 10:30:00,10.5,36183,10.08,77.53,77.53,1.942,170,14.8,0.376,201,697.295,98.51179,-32.90546,5.981906,10.20548,283.3555,332.6157,371.503,598.7831,-38.88737,0.1411691,559.8957,1024,8.87,9.81,0,0.435,0.068,6.735,37.05027,0.185,1.37,0.485,9.122934,7.227845,5.415764,1.546798,0.305,-3.768,0,0,0,208.7,397.9,398,8,128,2.505,156.683
2016-07-18 10:45:00,10.75,36184,10.61,75.11,75.11,2.173,174.4,13.63,0.376,213,739.325,118.3029,-49.57546,9.092052,11.21574,284.3657,321.1866,379.8541,621.022,-58.66751,0.1599322,562.3545,"1,024.078",10.77,10.5,0,0.435,0.067,6.764,63.14729,0.195,1.759,0.435,15.63619,5.412808,3.595586,1.637825,0.315,-3.749,0,0,0,208.7,397.8,397.8,8.6,128,2.601,201.579
2016-07-18 11:00:00,11,36185,11.46,73.19,73.19,2.117,170.4,13.32,0.376,196,795.309,137.8002,-58.72451,12.26993,12.47921,285.6292,318.6722,389.6666,657.5092,-70.99443,0.1731947,586.5148,"1,023.898",13.97,11.32,0,0.435,0.067,6.838,69.79652,0.263,1.94,0.419,16.86258,5.654473,2.880573,1.273901,0.38,-3.724,0,0,0,208.7,397.7,397.7,9.4,128,2.528,236.009
2016-07-18 11:15:00,11.25,36186,12.22,67.36,67.36,2.082,173.9,12.71,0.377,207,823.194,150.4921,-63.84786,13.99053,13.81112,286.9611,320.637,398.4753,672.7015,-77.83839,0.1824257,594.8632,"1,023.878",15.68,12.35,0,0.435,0.067,7.013,76.75327,0.19,2.452,0.383,104.9448,20.72746,1.126031,1.635963,0.354,-3.686,0,0,0,208.7,397.7,397.7,10.4,128,2.435,261.484
2016-07-18 11:30:00,11.5,36187,12.94,63.98,63.98,1.87,172.4,14.13,0.372,196,873.728,163.5213,-68.76514,15.16508,15.114,288.264,322.7522,406.6824,710.2062,-83.93021,0.1870884,626.2761,"1,023.833",16.16,13.33,0,0.435,0.067,7.252,78.19794,0.259,2.329,0.499,39.37576,8.433818,1.86377,1.678553,0.451,-3.628,0,0,0,208.7,397.7,397.7,11.3,128,2.162,256.55
2016-07-18 11:45:00,11.75,36188,13.69,60.38,60.38,1.626,170.8,17.24,0.374,205,919.737,172.6803,-67.52539,13.40802,16.68851,289.8385,332.6147,413.548,747.0565,-80.93342,0.187316,666.1231,"1,023.796",16.65,14.03,0,0.434,0.067,7.587,88.24203,0.14,2.762,0.533,110.0556,22.58061,3.614326,3.276755,0.387,-3.523,0,0.01,0,208.7,397.6,397.6,12.4,128,1.963,239.354
2016-07-18 12:00:00,12,36189,13.79,57.86,57.86,1.718,175.3,17.73,0.373,201,877.181,163.8994,-70.59725,12.09539,17.12175,290.2718,331.9411,414.6338,713.2818,-82.69264,0.1848253,630.5892,"1,023.689",16.66,14.24,0,0.434,0.068,7.965,95.51275,0.419,1.899,0.524,192.2061,40.22295,4.446475,5.983668,0.409,-3.446,0,0,0,208.7,397.6,397.6,13.3,128,2.07,241.377
2016-07-18 12:15:00,12.25,36190,14.3,58.22,58.22,1.648,170.7,23.96,0.375,226,948.366,178.0365,-79.86346,12.55705,18.3087,291.4587,329.2965,421.7171,770.3298,-92.42049,0.1876985,677.9093,"1,023.672",20.02,15.48,0,0.434,0.068,8.39,114.8279,0.272,2.839,0.578,30.95689,6.687706,3.671967,3.15281,0.259,-3.411,0,0,0,208.7,397.8,397.7,14,128,2.01,234.921
2016-07-18 12:30:00,12.5,36191,14.96,56.28,56.28,1.424,173.8,25.41,0.373,195,991.819,186.5301,-77.40434,14.15365,19.18455,292.3345,336.7018,428.2598,805.2885,-91.558,0.1878475,713.7305,"1,023.623",22.86,16.57,0,0.434,0.068,8.81,127.8059,0.451,2.541,0.549,75.10091,16.22578,3.206897,2.890339,0.515,-3.369,0,0,0.02,208.9,397.8,397.8,14.8,128,1.737,211.233
2016-07-18 12:45:00,12.75,36192,15.71,56.68,56.68,1.513,172.7,20.67,0.377,199,951.086,174.5642,-73.17855,10.36553,20.62449,293.7745,349.1408,432.6849,776.5219,-83.54408,0.1815618,692.9778,"1,023.691",24.6,17.52,0,0.433,0.068,9.24,138.6661,0.275,2.375,0.561,218.4626,45.29327,2.270974,6.089669,0.236,-3.337,0,0,0,208.9,397.8,397.8,15.8,128,1.898,236.113
2016-07-18 13:00:00,13,36193,15.62,56.38,56.38,0.936,197.9,52.95,0.371,193,830.313,149.1774,-72.16972,6.332772,20.754,293.904,350.8939,429.3964,681.1356,-78.50249,0.1726512,602.6331,"1,023.53",24.18,17.33,0,0.433,0.068,9.64,119.1429,0.256,2.513,0.583,325.1297,65.72785,3.839787,9.353952,0.145,-3.301,0,0,0,208.9,397.9,397.8,16.4,128,1.309,135.006
2016-07-18 13:15:00,13.25,36194,15.51,53.48,53.48,1.026,174.8,44.06,0.368,202,698.643,120.8288,-66.87057,0.1637166,20.56222,293.7122,355.0947,422.1289,577.8139,-67.03429,0.1646243,510.7796,"1,023.49",23.09,17.92,0,0.433,0.068,10.09,98.32579,0.343,3.652,0.656,334.3951,67.93087,4.972061,9.762159,0.432,-3.274,0,0,0,208.9,397.8,397.8,16.7,128,1.386,134.129
2016-07-18 13:30:00,13.5,36195,15.87,51.72,51.72,1.739,168.8,18.78,0.385,209,937.37,168.6185,-68.46941,10.32071,20.44535,293.5953,352.8213,431.6115,768.7512,-78.79012,0.1760133,689.9611,"1,023.456",23.54,19.71,0,0.433,0.069,10.53,140.8747,0.311,2.234,0.545,272.9222,55.29559,5.639177,7.523572,0.269,-3.316,0,0,0,208.9,397.8,397.8,17,128,2.043,223.985
2016-07-18 13:45:00,13.75,36196,16.56,50.01,50.01,1.738,167.7,23.42,0.372,212,"1,064.413",191.0886,-79.76067,12.02656,21.79317,294.9431,349.3199,441.1071,873.324,-91.78723,0.1792128,781.5369,"1,023.49",25.72,21.25,0,0.432,0.069,10.9,171.2946,0.192,1.95,0.654,98.95593,19.93378,2.446003,3.683025,0.291,-3.294,0,0,0,208.9,396.9,397,17.5,128,2.083,237.27
2016-07-18 14:00:00,14,36197,16.45,48.98,48.98,1.73,175.3,31.71,0.379,244,"1,025.017",179.2566,-78.72608,10.89912,21.95742,295.1074,351.3102,440.9354,845.7603,-89.62521,0.173343,756.135,"1,023.322",25.04,21.02,0,0.432,0.069,11.26,150.8587,0.342,2.314,0.768,185.9215,37.25627,2.929962,5.636052,0.227,-3.24,0,0,0,208.9,396.8,396.9,18.3,128,2.159,216.57
2016-07-18 14:15:00,14.25,36198,16.93,48.08,48.08,1.609,169.2,35.08,0.369,321,"1,014.308",174.0653,-85.07826,8.468165,22.70613,295.8561,349.3376,442.884,840.243,-93.54643,0.1707305,746.6965,"1,023.198",26.2,21.91,0,0.432,0.07,11.69,126.6676,0.291,1.902,0.817,130.5363,26.32355,2.447517,4.578725,0.107,-3.227,0,0,0,208.9,396.8,396.8,18.9,128,1.875,203.36
2016-07-18 14:30:00,14.5,36199,17.39,47.13,47.13,1.737,164.7,25.33,0.376,214,879.257,145.8792,-87.40727,5.173625,22.94464,296.0946,348.4135,440.9944,733.3778,-92.5809,0.1542389,640.7969,"1,023.189",26.5,21.64,0,0.432,0.07,12.07,112.0438,0.494,2.519,0.762,331.7791,63.614,2.687804,11.2906,0.305,-3.224,0,0,0,208.9,396.4,396.7,19.1,128,2.202,222.889
2016-07-18 14:45:00,14.75,36200,16.29,45.85,45.85,1.002,183.8,63.07,0.374,202,609.311,96.17155,-79.34846,-2.371984,21.07535,294.2253,345.57,422.5464,513.1398,-76.97648,0.1491535,436.1633,"1,023.038",22.94,19.62,0,0.431,0.07,12.43,63.75957,0.418,2.781,0.681,317.6486,58.27676,3.69667,8.67727,0.272,-3.242,0,0,0,208.9,396.4,396.5,19,128,1.388,93.289
2016-07-18 15:00:00,15,36201,16.85,45.96,45.96,1.083,179.2,49.15,0.387,257,712.087,116.0437,-72.97628,1.615113,20.95074,294.1007,351.2215,425.8128,596.0429,-74.59139,0.1554739,521.4515,"1,023.084",23.39,20.79,0,0.431,0.07,12.78,68.25621,0.324,1.823,0.73,357.6237,64.45327,4.292259,9.246962,0.171,-3.283,0,0,0,208.9,396.3,396.4,18.9,128,1.236,106.316
2016-07-18 15:15:00,15.25,36202,16.99,44.31,44.31,1.12,172.4,40.98,0.381,332,652.177,103.3578,-73.3888,-1.495942,21.13234,294.2823,351.8584,423.7513,548.8189,-71.89286,0.1468043,476.9261,"1,022.929",23.29,20.38,0,0.431,0.071,13.03,67.03466,0.224,2.58,0.654,404.2155,71.17744,3.294373,10.46885,0.233,-3.31,0,0,0,208.9,396.2,396.2,19.1,128,1.305,106.98
2016-07-18 15:30:00,15.5,36203,17.41,43.81,43.81,0.94,168.9,34.92,0.381,221,711.431,110.8733,-78.95965,2.233229,21.02844,294.1784,345.6902,426.8831,600.558,-81.19288,0.1475059,519.3652,"1,022.973",23.22,21.78,0,0.43,0.071,13.23,69.19159,0.528,2.075,0.385,357.8305,61.85923,2.526088,9.27831,0.39,-3.32,0,0,0,208.9,396.1,396.2,19,128,1.381,94.77
2016-07-18 15:45:00,15.75,36204,17.3,42.79,42.79,0.959,164.5,32.67,0.369,301,497.831,74.22161,-71.48803,-6.29019,21.02819,294.1782,353.1581,418.3559,423.6094,-65.19784,0.1357408,358.4115,"1,022.971",22.8,20.66,0,0.43,0.072,13.41,43.83756,0.416,1.733,0.401,396.2076,65.77429,4.221919,11.90579,0.273,-3.339,0,0,0,208.9,396,396.1,19.3,128,1.106,89.98
2016-07-18 16:00:00,16,36205,17.51,41.65,41.65,0.511,183.9,72,0.375,201,617.469,89.08037,-73.89749,-4.990378,20.95469,294.1047,350.3261,419.2332,528.3883,-68.90712,0.1329664,459.4812,"1,022.89",22.69,21.86,0,0.43,0.072,13.54,44.60913,0.506,2.811,0.375,380.0903,60.13596,6.666229,11.12907,0.366,-3.362,0,0,0,208.9,395.9,396,19.4,128,0.708,48.932
2016-07-18 16:15:00,16.25,36206,16.63,42.58,42.58,1.358,173.2,21.45,0.382,200,404.827,52.03261,-69.06115,-10.1755,19.95547,293.1055,349.4394,408.325,352.7945,-58.88565,0.1173348,293.9089,"1,022.804",20.71,18.3,0.2,0.43,0.072,13.67,19.03576,0.485,1.731,0.455,338.8959,48.5918,6.677005,8.51109,0.755,-3.387,0,0,0,208.9,395.7,395.7,19.3,128,1.68,96.955
2016-07-18 16:30:00,16.5,36207,16.49,41.3,41.3,1.289,172.7,25.4,0.382,284,400.887,50.17392,-65.74723,-6.478588,18.78517,291.9352,346.0941,405.3627,350.7131,-59.26865,0.1244427,291.4445,"1,022.74",20.11,18.07,0,0.429,0.072,13.76,13.73231,0.217,1.787,0.512,299.0241,37.79683,6.732014,5.042771,0.197,-3.428,0,0,0,208.9,395.5,395.6,18.7,128,1.548,84.878
2016-07-18 16:45:00,16.75,36208,17.3,40.67,40.67,1.02,178.5,24.76,0.341,204,469.392,80.58036,-68.58814,1.019822,18.72437,291.8744,342.9095,412.5175,388.8119,-69.60797,0.186686,319.2039,"1,022.627",20.93,19.78,0,0.429,0.072,13.83,3.035739,0.458,2.322,0.354,210.9688,27.63157,5.392316,4.406309,0.125,-3.483,0,0,0,208.9,395.5,395.5,18.5,128,1.272,85.37
2016-07-18 17:00:00,17,36209,18.16,38.74,38.74,1.249,172,40.55,0.353,209,115.864,77.92085,-77.43914,0.2615704,18.696,291.846,333.8992,411.5999,37.9431,-77.70071,0.7417913,-39.75761,"1,022.338",20.1,19.18,0,0.429,0.073,13.83,-10.83142,0.186,2.279,0.613,39.14548,4.994293,3.433441,1.425858,0.195,-3.547,0,0,0,208.9,395.3,395.3,19.1,128,1.566,130.445
2016-07-18 17:15:00,17.25,36210,17.4,40.09,40.09,1.68,178,23.3,0.369,217,119.258,54.52172,-70.79741,-2.249837,17.89255,291.0425,336.0303,404.5779,64.73576,-68.54758,0.4780572,-3.811807,"1,022.428",18.48,18.46,0,0.429,0.073,13.82,-7.903092,0.318,1.877,0.58,21.9342,20.94625,2.373691,4.786388,0.231,-3.578,0,0,0,208.9,395.1,395.2,19.3,128,2.158,145.07
2016-07-18 17:30:00,17.5,36211,17.51,38.58,38.58,1.564,172.7,21.61,0.356,262,201.931,47.31026,-70.05966,-3.651948,17.6449,290.7949,335.3839,401.7916,154.6204,-66.40771,0.2355192,88.21272,"1,022.476",18.43,18.18,0,0.429,0.073,13.78,-4.890283,0.215,1.62,0.595,25.82178,10.74938,2.518361,2.76569,0.093,-3.602,0,0,0,208.9,394.9,394.9,19.4,128,1.955,140.709
2016-07-18 17:45:00,17.75,36212,17.13,37.84,37.84,1.113,150.3,52.97,0.381,201,219.276,41.42137,-63.28987,-5.722534,17.37578,290.5258,340.6547,398.222,177.8547,-57.56733,0.1890337,120.2874,"1,022.369",17.68,18.01,0,0.428,0.073,13.72,1.771938,0.118,2.498,0.905,4.495986,1.331895,2.227157,0.8805653,0.053,-3.605,0,0,0,208.9,394.7,394.8,19.1,128,1.592,91.543
2016-07-18 18:00:00,18,36213,16.66,39.71,39.71,1.622,175.1,17.01,0.381,205,207.126,36.23177,-56.77757,-5.727536,17.06309,290.2131,345.431,396.481,170.8946,-51.05003,0.1749027,119.8445,"1,022.266",17.07,17.12,0,0.428,0.074,13.63,6.09643,0.111,1.642,0.486,6.392884,1.285589,1.635322,0.415039,0.098,-3.606,0,0,0,208.9,394.5,394.6,18.6,128,1.994,118.542
2016-07-18 18:15:00,18.25,36214,16.44,40.88,40.88,1.008,173.7,31.26,0.383,209,185.054,31.91448,-53.57667,-5.240101,16.7856,289.9356,347.0956,395.4322,153.1399,-48.33657,0.172415,104.8033,"1,022.319",16.81,16.92,0,0.428,0.074,13.55,6.595145,0.08,1.729,0.57,8.40894,1.631261,1.720736,0.5815693,0.065,-3.597,0,0,0,208.9,394.4,394.4,18.3,128,1.26,70.264
2016-07-18 18:30:00,18.5,36215,16.17,42.9,42.9,0.907,169.6,53.82,0.38,199,148.472,25.41621,-47.22142,-6.014115,16.43588,289.5859,351.5215,392.7287,123.0553,-41.20731,0.171225,81.84797,"1,022.174",16.4,16.59,0,0.428,0.073,13.48,3.461962,0.078,2.011,0.476,11.98756,1.988306,1.638843,0.368417,0.107,-3.605,0,0,0,208.9,394.2,394.3,17.6,128,1.312,58.849
2016-07-18 18:45:00,18.75,36216,15.56,46.49,46.49,1.619,178.2,39.13,0.382,208,92.196,14.96341,-35.20498,-7.298284,15.89462,289.0446,360.567,388.4737,77.23245,-27.90669,0.1600934,49.32575,"1,022.265",15.54,15.44,0,0.428,0.074,13.43,-1.385254,0.444,3.512,0.985,21.76187,4.296914,4.325281,1.259338,0.284,-3.616,0,0,0,208.9,394,394.1,17.3,128,1.768,83.177
2016-07-18 19:00:00,19,36217,13.76,57.43,57.43,2.17,180.2,15.34,0.382,202,70.912,9.891325,-36.11217,-7.202916,14.50861,287.6586,352.1265,381.0358,61.02093,-28.90925,0.1397502,32.11168,"1,022.083",13.71,13.6,0,0.428,0.074,13.36,-6.531182,0.421,1.465,0.667,6.806554,0.7905312,2.353723,0.6949623,0.448,-3.657,0,0,0,208.9,394,394,16.2,128,2.422,20.94
2016-07-18 19:15:00,19.25,36218,13.44,54.78,54.78,1.248,206.9,37.59,0.376,243,43.653,7.30697,-54.47005,-6.967086,13.18331,286.3333,326.6605,374.1634,36.34593,-47.50297,0.1674863,-11.15704,"1,021.877",12.66,13.21,0,0.427,0.074,13.29,-13.86528,0.094,2.617,0.686,9.259953,1.625714,8.352835,1.009589,0.32,-3.693,0,0,0,208.9,394,394,15.3,128,1.646,4.515
2016-07-18 19:30:00,19.5,36219,14.12,47.29,47.29,0.678,235.4,50.7,0.378,203,63.228,15.91782,-58.43628,-5.385501,12.58158,285.7316,319.4978,372.5485,47.31052,-53.05078,0.2441744,-5.740255,"1,021.467",12.19,13.75,0,0.427,0.074,13.23,-18.20159,0.265,1.56,0.477,23.31917,7.035187,2.358241,1.940867,0.043,-3.742,0,0,0,208.9,393.8,393.9,14.6,128,0.837,14.554
2016-07-18 19:45:00,19.75,36220,14.8,46.5,46.5,1.137,197.1,26.32,0.376,211,104.001,23.79302,-50.58342,-1.477153,13.04394,286.1939,329.8042,378.9104,80.20826,-49.10627,0.228126,31.10199,"1,021.518",13.18,14.57,0,0.427,0.074,13.1,-8.181596,0.103,2.638,0.556,11.2484,3.280777,1.054883,1.475596,0.224,-3.75,0,0,0,208.9,393.7,393.7,14.5,128,1.201,46.622
2016-07-18 20:00:00,20,36221,14.61,45.8,45.8,0.712,228.4,63.59,0.379,199,74.447,14.86906,-52.03765,-5.982695,13.3815,286.5315,330.1464,376.2014,59.57783,-46.05495,0.1995916,13.52287,"1,021.878",13.16,14.25,0,0.427,0.074,12.99,-9.851065,0.16,2.089,0.727,1.834975,0.8770031,0.5777,0.6741552,0.042,-3.737,0,0,0,208.9,393.6,393.6,14.5,128,0.895,27.821
